醫事機構代碼,醫事機構名稱,醫事機構地址,address_clean,latitude,longitude,醫事機構電話,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
5921060358,長青大藥局,臺南市安南區安和路一段９３號,台南市安南區安和路一段93號,23.027981,120.2144409,(06)2812896,4824,430,2020/09/15 21:44:46
5921060376,涂逸權藥師藥局,臺南市安南區長溪路一段３１４號,台南市安南區長溪路一段314號,23.0388821,120.207312,(06)2560583,4338,0,2020/09/15 21:44:46
5921060385,樂成藥局,臺南市安南區安和路一段１５９巷８３號,台南市安南區安和路一段159巷83號,23.0303157,120.2114811,(06)2568576,4359,95,2020/09/15 21:44:46
5921060394,土城藥師藥局,臺南市安南區城北路７５號,台南市安南區城北路75號,23.0635043,120.1311952,(06)2571872,4626,0,2020/09/15 21:44:46
5921061542,景惠藥局,臺南市安南區安中路４段２號,台南市安南區安中路4段2號,23.0512909,120.165646,(06)2557060,1440,830,2020/09/15 21:44:46
5921061551,安佃藥局,臺南市安南區海佃路四段３８８巷１０７弄２２號之１,台南市安南區海佃路四段388巷107弄22號–1,23.0665319,120.1757534,(06)2452387,1260,1294,2020/09/15 21:44:46
5921061588,安中藥局,臺南市安南區城北里安中路６段７１８號,台南市安南區城北里安中路6段718號,23.0650772,120.1283504,(06)2570500,0,550,2020/09/15 21:44:46
5921061604,泰赫中西藥局,臺南市安南區安中路４段７９號,台南市安南區安中路4段79號,23.0495499,120.172203,(06)2562317,4973,247,2020/09/15 21:44:46
5921061668,新資生藥師藥局,臺南市安南區城北路５２號１樓,台南市安南區城北路52號1樓,23.0630051,120.1308471,(06)2571153,333,341,2020/09/15 21:44:46
5921061711,三井藥局,臺南市安南區國安街１號１樓,台南市安南區國安街1號1樓,23.0227423,120.1916084,(06)2583195,2978,634,2020/09/15 21:44:46
5921061720,康悅健藥師藥局,臺南市安南區安和路５段１４９-２號,台南市安南區安和路5段149-2號,23.0659243,120.2179683,(06)3556382,4135,291,2020/09/15 21:44:46
5921061757,宏恩藥局,臺南市安南區長溪路１段５２號,台南市安南區長溪路1段52號,23.0345531,120.2117429,(06)2474513,4136,410,2020/09/15 21:44:46
5921071226,康活藥局,臺南市安平區健康三街１８６號,台南市安平區健康三街186號,22.9888938,120.1686815,(06)2936483,0,20,2020/09/15 21:44:46
5921071235,康福藥師藥局,臺南市安平區永華路二段１０５９號之１,台南市安平區永華路二段1059號之1,22.99142,120.166097,(06)2939068,1584,961,2020/09/15 21:44:46
5921071244,全家藥局,臺南市安平區華平路１７０號,台南市安平區華平路170號,22.9888531,120.1748721,(06)2939000,1326,1445,2020/09/15 21:44:46
5921071333,人仁藥局,臺南市安平區慶平路２８１號,台南市安平區慶平路281號,22.996647,120.1761945,(06)2998667,0,1144,2020/09/15 21:44:46
5921071342,幼安藥局,臺南市安平區華平路５０３號,台南市安平區華平路503號,22.993564,120.175316,(06)2937733,1432,56,2020/09/15 21:44:46
5921071360,蘋果藥師藥局,臺南市安平區健康三街２０６號,臺南市安平區健康三街206號,22.989853,120.1688427,(06)2955351,3587,1059,2020/09/15 21:44:46
5921080010,羽田藥局,臺南市中西區府前路一段２１４號,臺南市中西區府前路一段214號,22.9891635,120.2049457,(06)2214066,2686,1027,2020/09/15 21:44:46
5922010147,普羅藥局,嘉義市東區民權路１１４號,嘉義市東區民權路114號,23.4836685,120.4579414,(05)2754836,2253,932,2020/09/15 21:44:46
5922010218,淳生藥局,嘉義市東區吳鳳北路１００號,嘉義市吳鳳北路100號,23.4768367,120.453659,(05)2247679,5616,340,2020/09/15 21:44:46
5922010263,秉榮藥局,嘉義市東區東仁里中山路１８９號,嘉義市東區東仁里中山路189號,23.480429,120.455753,(05)2224320,1800,20,2020/09/15 21:44:46
5922010272,晟安藥局,嘉義市東區文昌里光彩街２２２號,嘉義市文昌里光彩街222號,23.4788719,120.4560029,(05)2274305,2296,1270,2020/09/15 21:44:46
5922010361,壽生堂藥局,嘉義市東區府路里延平街２８０號,嘉義市東區府路里延平街280號,23.4766765,120.4485387,(05)2225058,4247,730,2020/09/15 21:44:46
5922010405,信輝藥局,嘉義市東區安寮里吳鳳南路３５３號,嘉義市安寮里吳鳳南路353號,23.464283,120.45539,(05)2252415,1803,0,2020/09/15 21:44:46
5922010441,穎川保健藥局,嘉義市東區仁武里中山路２０４號,嘉義市東區仁武里中山路204號,23.4809949,120.4518459,(05)2223609,5119,674,2020/09/15 21:44:46
5922010496,乙展藥局,嘉義市東區蘭井里蘭井街７０號,嘉義市東區蘭井里蘭井街70號,23.477807,120.454785,(05)2279556,2727,1300,2020/09/15 21:44:46
5922010512,慶義興藥局,嘉義市東區東義路４０號,嘉義市東區東義路40號,23.4920371,120.468101,(05)2769713,2502,560,2020/09/15 21:44:46
5922010683,永富藥局,嘉義市東區中央里北榮街９１號,嘉義市東區中央里北榮街91號,23.4810023,120.4496794,(05)2222826,4338,1141,2020/09/15 21:44:46
5922010718,安泰藥局,嘉義市東區民族路１８１號,嘉義市東區民族路181號,23.4765301,120.4565589,(05)2294202,4014,350,2020/09/15 21:44:46
5922010736,全民藥局,嘉義市東區新店里林森東路２８９ 號,嘉義市東區新店里林森東路289 號,23.4901381,120.4664905,(05)2777900,3096,750,2020/09/15 21:44:46
5922010754,松柏藥局,嘉義市東區東平里民權路８７號,嘉義市東區東平里民權路87號,23.4839368,120.4618715,(05)2780909,1467,10,2020/09/15 21:44:46
5922011877,大惠藥局,嘉義市東區新生路３０９號,嘉義市東區新生路309號,23.482996,120.4608769,(05)2766692,4544,930,2020/09/15 21:44:46
5922011966,源豪藥局,嘉義市東區光華路８２號,嘉義市東區光華路82號,23.4782602,120.4529258,(05)2169696,2520,1540,2020/09/15 21:44:46
5922012061,北榮藥局,嘉義市東區北榮街２號,嘉義市東區北榮街2號,23.482071,120.4524479,(05)2280650,1062,1568,2020/09/15 21:44:46
5922012178,聖心藥局,嘉義市東區大雅路二段５７７號,嘉義市東區大雅路二段577號,23.4772768,120.4678321,(05)2777189,4114,977,2020/09/15 21:44:46
5922012285,聖安藥局,嘉義市東區仁武里民權路３６５號１樓,嘉義市東區仁武里民權路365號1樓,23.482371,120.4506209,(05)2222941,1791,752,2020/09/15 21:44:46
5922012365,富善藥局,嘉義市東區新生路２３４號１樓,嘉義市東區新生路234號1樓,23.4842228,120.4609065,(05)2759559,3681,1155,2020/09/15 21:44:46
5922012383,振安藥局,嘉義市東區王田里林森東路３００號１樓,嘉義市東區王田里林森東路300號1樓,23.4888766,120.4639627,(05)2756541,1580,441,2020/09/15 21:44:46
5922012392,維康藥局,嘉義市東區短竹里大雅路二段５６７號１樓,嘉義市東區短竹里大雅路二段567號1樓,23.4772832,120.4679051,(05)2757663,1141,2198,2020/09/15 21:44:46
5922012418,松岡藥局,嘉義市東區祐民里吳鳳北路１９７號,嘉義市東區祐民里吳鳳北路197號,23.478472,120.453478,(05)2163519,378,870,2020/09/15 21:44:46
5922012552,德和藥局,嘉義市東區新生路７０３號１樓,嘉義市東區新生路703號1樓,23.4948748,120.4559707,(05)2789940,3564,1877,2020/09/15 21:44:46
5922012632,泰和藥局,嘉義市東區中央里成仁街２２０巷８號,嘉義市東區中央里成仁街220巷8號,23.482154,120.4514955,(05)2227135,4167,930,2020/09/15 21:44:46
5922012669,保健藥局,嘉義市東區義教里保建街１６１號,嘉義市東區義教里保建街161號,23.5002537,120.4509557,(05)2712959,3827,135,2020/09/15 21:44:46
5922012712,誠泰藥師藥局,嘉義市東區安寮里興業東路５６號１樓,嘉義市東區安寮里興業東路56號1樓,23.469379,120.4554622,(05)2168905,4194,690,2020/09/15 21:44:46
5922012856,民族弘安藥局,嘉義市東區朝陽里民族路１６５號,嘉義市東區朝陽里民族路165號,23.4765694,120.4570371,(05)2240101,5373,290,2020/09/15 21:44:46
5922012874,德風藥局,嘉義市東區仁義里台林街１０８－４號１樓,嘉義市東區仁義里台林街108-4號1樓,23.4952895,120.4548463,(05)2716233,4084,0,2020/09/15 21:44:46
5922012909,昱安藥局,嘉義市東區成仁街１８０號,嘉義市東區成仁街180號,23.480607,120.4521236,(05)2252395,1170,1310,2020/09/15 21:44:46
5922012918,後庄弘安藥局,嘉義市東區吳鳳南路２９８號１樓,嘉義市東區吳鳳南路298號1樓,23.45657,120.4586679,(05)2305678,2106,550,2020/09/15 21:44:46
5922012945,大明藥局,嘉義市東區大雅路二段６８２號,嘉義市東區大雅路二段682號,23.4772328,120.466319,(05)2760958,935,1951,2020/09/15 21:44:46
5922012972,百佑藥局,嘉義市東區公明路８２號１樓,嘉義市東區公明路82號1樓,23.4807933,120.4602254,(05)2757387,2816,1082,2020/09/15 21:44:46
5922013013,杏一嘉基藥局,嘉義市東區忠孝路５４３－１號,嘉義市東區忠孝路543-1號,23.500182,120.449664,(05)2786577,2205,1740,2020/09/15 21:44:46
5922013022,忠孝啄木鳥藥局,嘉義市東區荖藤里忠孝北街１８５號,嘉義市東區荖藤里忠孝北街185號,23.5162359,120.4440266,(05)2204948,1,520,2020/09/15 21:44:46
5922013031,德昌藥局,嘉義市東區中央里吳鳳北路２１１號,嘉義市東區中央里吳鳳北路211號,23.4789943,120.4532583,(05)2280306,3387,1296,2020/09/15 21:44:46
5922013040,軍輝啄木鳥藥局,嘉義市東區興村里軍輝路２２２號,嘉義市東區興村里軍輝路222號,23.4549936,120.4589118,(05)2395963,3618,0,2020/09/15 21:44:46
5922013068,吳鳳藥局,嘉義市東區吳鳳南路５８５號,嘉義市東區吳鳳南路585號,23.4563855,120.4589651,(05)52399311,2466,1062,2020/09/15 21:44:46
5922013077,慶獅藥局,嘉義市東區華南里公明路１３３號,嘉義市東區華南里公明路133號,23.4802334,120.456234,(05)2249366,2736,837,2020/09/15 21:44:46
5922013086,大雅藥局,嘉義市東區大雅路二段４８７號,嘉義市東區大雅路二段487號,23.47751,120.471374,(05)2778237,4293,751,2020/09/15 21:44:46
5922020063,弘安藥局,嘉義市西區文化路２７７號,嘉義市西區文化路277號,23.4838309,120.4484149,(05)2259000,4689,310,2020/09/15 21:44:46
5922020116,興業藥局,嘉義市西區福民里興業西路３８１號,嘉義市西區福民里興業西路381號,23.4674944,120.4365956,(05)2861880,3897,100,2020/09/15 21:44:46
5922020125,照安藥局,嘉義市西區福全里博愛路２段３６１號,嘉義市西區福全里博愛路2段361號,23.47568,120.434997,(05)2332883,3377,1343,2020/09/15 21:44:46
5922020205,嚴昔志藥局,嘉義市西區垂楊里新民路７８５號１樓,嘉義市西區垂楊里新民路785號1樓,23.4706998,120.4395878,(05)2853991,1416,1282,2020/09/15 21:44:46
5922020303,新宏祥藥局,嘉義市西區湖內里民生南路５７４號,嘉義市西區湖內里民生南路574號,23.4583492,120.4433932,(05)2355588,3528,1060,2020/09/15 21:44:46
5922020349,建和藥局,嘉義市西區湖內里民生南路６２６號,嘉義市西區湖內里民生南路626號,23.4572393,120.443613,(05)2353933,2505,1084,2020/09/15 21:44:46
5922020358,泰春藥局,嘉義市西區學圃里民生北路６６號,嘉義市西區學圃里民生北路66號,23.4754749,120.44683,(05)2224118,4536,1183,2020/09/15 21:44:46
5922020376,勝華藥局,嘉義市西區垂楊路６２３號,嘉義市垂楊路623號,23.4726633,120.4375068,(05)2856642,4752,1516,2020/09/15 21:44:46
5922020456,啄木鳥藥局,嘉義市西區國華里文化路２５３號,嘉義市西區國華里文化路253號,23.4829809,120.4488129,(05)2226497,3557,60,2020/09/15 21:44:46
5922020483,逢春藥局,嘉義市西區竹圍里北興街４１７號,嘉義市西區竹圍里北興街417號,23.487381,120.434708,(05)2326990,3784,871,2020/09/15 21:44:46
5922020509,全德藥局,嘉義市西區福民里興業西路２８９號,嘉義市西區福民里興業西路289號,23.4678151,120.4391769,(05)2854263,754,1271,2020/09/15 21:44:46
5922020518,永安藥局,嘉義市西區西平里信義路４９之１號,嘉義市西區西平里信義路49–1號,23.4743187,120.4343596,(05)2358368,4005,1047,2020/09/15 21:44:46
5922020527,友愛藥局,嘉義市西區福全里友愛路１７０號,嘉義市西區福全里友愛路170號,23.480273,120.43419,(05)2330599,2466,755,2020/09/15 21:44:46
5922020563,信康藥局,嘉義市西區翠岱里仁愛路２２６號,嘉義市西區翠岱里仁愛路226號,23.4698937,120.4429387,(05)2161680,6541,1347,2020/09/15 21:44:46
5922020581,杏安藥局,嘉義市西區書院里民族路７８６號,嘉義市西區書院里民族路786號,23.4753657,120.4408907,(05)2271727,3150,1420,2020/09/15 21:44:46
5922020634,利安藥局,嘉義市西區番社里中山路３４４號１樓,嘉義市西區番社里中山路344號1樓,23.4798721,120.4472835,(05)2225756,2664,1531,2020/09/15 21:44:46
5922020643,大向藥局,嘉義市西區美源里新民路６３６號,嘉義市西區美源里新民路636號,23.4664233,120.4403693,(05)2354605,3213,350,2020/09/15 21:44:46
5922020652,八八八藥局,嘉義市西區竹圍里中興路２４１號,嘉義市西區竹圍里中興路241號,23.482141,120.43408,(05)2810598,3630,0,2020/09/15 21:44:46
5922020661,大正藥局,嘉義市西區書院里民族路７０２號,嘉義市西區書院里民族路702號,23.4755652,120.4434865,(05)2285812,4581,0,2020/09/15 21:44:46
5922020670,興嘉藥局,嘉義市西區興業西路３７０號,嘉義市西區興業西路370號,23.467911,120.4372857,(05)2841812,6039,0,2020/09/15 21:44:46
5922020689,齊悅藥局,嘉義市西區西平里玉山路１４５號１樓,嘉義市西區西平里玉山路145號1樓,23.4722427,120.4273377,(05)2843514,3921,0,2020/09/15 21:44:46
5922020732,仁愛弘安藥局,嘉義市西區仁愛路３９３號１樓,嘉義市西區仁愛路393號1樓,23.4765312,120.4419696,(05)2239000,1341,140,2020/09/15 21:44:46
5922020769,安麗藥師藥局,嘉義市西區車店里廣州街２０６號,嘉義市西區車店里廣州街206號,23.4652294,120.4301893,(05)2352395,1465,1439,2020/09/15 21:44:46
5922020796,佑安藥局,嘉義市西區民權路４２３號１樓,嘉義市西區民權路423號1樓,23.481887,120.446922,(05)2278298,2862,880,2020/09/15 21:44:46
5922020812,海鴻藥師藥局,嘉義市西區民生南路５５２號,嘉義市西區民生南路552號,23.4588305,120.4433842,(05)2837758,5373,893,2020/09/15 21:44:46
5922020821,明興藥局,嘉義市西區自強里仁愛路１９９號,嘉義市西區自強里仁愛路199號,23.4705567,120.4426347,(05)2365938,3029,1484,2020/09/15 21:44:46
5922020849,國同藥局,嘉義市西區保福里八德路１０１號,嘉義市西區保福里八德路101號,23.4853649,120.430541,(05)2327336,3636,330,2020/09/15 21:44:46
5922020858,大統藥局,嘉義市西區慶安里北興街１３６號,嘉義市西區慶安里北興街136號,23.4838926,120.4420645,(05)2330230,2687,1497,2020/09/15 21:44:46
5922020885,廣泰藥局,嘉義市西區仁愛路４４２號,嘉義市西區仁愛路442號,23.475084,120.4423454,(05)2250342,2996,1010,2020/09/15 21:44:46
5922020901,聯弘藥局,嘉義市西區中興路１８８號,嘉義市西區中興路188號,23.4736151,120.4288081,(05)2331368,351,930,2020/09/15 21:44:46
5922020910,苰安藥局,嘉義市西區竹圍里友愛路２３６號１樓,嘉義市西區竹圍里友愛路236號1樓,23.482789,120.434008,(05)2910585,4761,120,2020/09/15 21:44:46
5922020929,慶昇健保藥局,嘉義市西區番社里北榮街２１７號１樓,嘉義市西區番社里北榮街217號1樓,23.4803375,120.4435925,2221623,3308,1248,2020/09/15 21:44:46
5922028596,一安藥局,嘉義市西區福民里興業西路３１１號,嘉義市西區福民里興業西路311號,23.4677111,120.4387518,(05)2859275,1692,200,2020/09/15 21:44:46
5922028783,勝成藥局,嘉義市西區南京路１２６巷１９號,嘉義市西區南京路126巷19號,23.4568849,120.440605,(05)2360247,2985,1248,2020/09/15 21:44:46
5922028827,萬樂福新式藥局,嘉義市西區玉山路１９０號,嘉義市西區玉山路190號,23.4722512,120.426373,(05)2834168,4626,1640,2020/09/15 21:44:46
5922028863,益生堂藥局,嘉義市西區杭州三街３０號,嘉義市西區杭州三街30號,23.4665743,120.4445746,(05)2861415,2540,0,2020/09/15 21:44:46
5922028881,中興中西藥局,嘉義市西區垂楊路５０１號,嘉義市西區垂楊路501號,23.4729658,120.442199,(05)2353096,3715,910,2020/09/15 21:44:46
5922028925,健安藥局,嘉義市西區民族路６２６號,嘉義市西區民族路626號,23.4757282,120.4451675,(05)2281219,1008,680,2020/09/15 21:44:46
5931010011,埔墘藥局,新北市板橋區中山路２段２２７號,新北市板橋區中山路2段227號,25.0173019,121.476868,(02)29646705,4669,820,2020/09/15 21:44:46
5931010066,翰林藥局,新北市板橋區中正路２４０號,新北市板橋區中正路240號,25.019042,121.455782,(02)29602748,1834,0,2020/09/15 21:44:46
5931010217,皇安藥局,新北市板橋區中山路２段２４１號,新北市板橋區中山路2段241號,25.017461,121.477125,(02)29524089,2200,323,2020/09/15 21:44:46
5931010235,友祥藥局,新北市板橋區裕民街１０７號,新北市板橋區裕民街107號,25.0277104,121.4598636,(02)22544666,3748,0,2020/09/15 21:44:46
5931010306,義友藥局,新北市板橋區陽明街８號,新北市板橋區陽明街8號,25.021769,121.466759,(02)22563455,3306,1280,2020/09/15 21:44:46
5931010315,優良藥局,新北市板橋區莊敬路９３號,新北市板橋區莊敬路93號,25.0262783,121.4727501,(02)22550251,3242,499,2020/09/15 21:44:46
5931010342,宏達大藥局,新北市板橋區莒光路１７號,新北市板橋區莒光路17號,25.0248336,121.4700378,(02)22572345,2855,0,2020/09/15 21:44:46
5931010397,正成藥師藥局,新北市板橋區三民路２段１５４巷７號,新北市板橋區三民路2段154巷7號,25.0151861,121.4787948,(02)29512760,4161,120,2020/09/15 21:44:46
5931010459,欣民藥局,新北市板橋區雙十路３段３９號,新北市板橋區雙十路3段39號,25.0316747,121.4705221,(02)22545938,1821,0,2020/09/15 21:44:46
5931010477,華傳綜合大藥局,新北市板橋區大智街４０號,新北市板橋區大智街40號,25.015148,121.454982,(02)29670029,5661,700,2020/09/15 21:44:46
5931010646,人民藥局,新北市板橋區仁愛路５９號,新北市板橋區仁愛路59號,24.9996455,121.4604531,(02)89533956,4807,1303,2020/09/15 21:44:46
5931010708,一誠藥局,新北市板橋區府中路６２號,新北市板橋區府中路62號,25.0096849,121.4568853,(02)29673956,4127,3641,2020/09/15 21:44:46
5931010726,賜您康大藥局,新北市板橋區國泰街５０號,新北市板橋區國泰街50號,25.0067009,121.4679333,(02)29513166,5184,860,2020/09/15 21:44:46
5931010842,大福藥局,新北市板橋區三民路１段３１巷１５號,新北市板橋區三民路1段31巷15號,25.0230862,121.4795859,(02)29610311,5097,471,2020/09/15 21:44:46
5931010888,俊昌藥局,新北市板橋區三民路２段２４５巷１２號,新北市板橋區三民路2段245巷12號,25.012473,121.4797608,(02)29642498,4704,1050,2020/09/15 21:44:46
5931011009,祥聖藥局,新北市板橋區溪崑二街１１２巷３５弄１號,新北市板橋區溪崑二街112巷35弄1號,24.989074,121.4253825,(02)26835677,4785,1007,2020/09/15 21:44:46
5931011045,進發大藥局,新北市板橋區民治街１０１號,新北市板橋區民治街101號,25.031606,121.479162,(02)22528361,66,0,2020/09/15 21:44:46
5931011107,安祥藥局,新北市板橋區大明街７號,新北市板橋區大明街7號,25.0024731,121.4590632,(02)29554501,2807,760,2020/09/15 21:44:46
5931011152,福勝堂藥局,新北市板橋區三民路２段１５３巷２弄２號,新北市板橋區三民路2段153巷2弄2號,25.0149096,121.4795334,(02)89647157,5193,453,2020/09/15 21:44:46
5931011161,全國藥局,新北市板橋區四川路１段２３１號,新北市板橋區四川路1段231號,25.0029311,121.4599854,(02)29511212,2544,310,2020/09/15 21:44:46
5931011223,民侑藥局,新北市板橋區大觀路２段３７巷３１０號,新北市板橋區大觀路2段37巷310號,25.002222,121.449958,(02)22755938,2380,1251,2020/09/15 21:44:46
5931011241,利安藥局,新北市板橋區南雅東路１０８號,新北市板橋區南雅東路108號,25.0081174,121.4535231,(02)29696295,15,216,2020/09/15 21:44:46
5931011250,錦龍藥局,新北市板橋區長安街１３８巷１弄１１４號,新北市板橋區長安街138巷1弄114號,25.0103183,121.4742398,(02)29522290,5796,268,2020/09/15 21:44:46
5931011330,戴安藥局,新北市板橋區溪北路５４號,新北市板橋區溪北路54號,24.9898869,121.4275978,(02)26818663,2987,0,2020/09/15 21:44:46
5931011376,杏泰藥局,新北市板橋區雙十路２段４－７號,新北市板橋區雙十路2段4-7號,25.0259839,121.477126,(02)82527162,3686,1490,2020/09/15 21:44:46
5931011438,萬壽藥局,新北市板橋區四川路１段２５１號,新北市板橋區四川路1段251號,25.0025832,121.4598378,(02)29617476,3665,911,2020/09/15 21:44:46
5931011447,日生大藥局,新北市板橋區中正路１巷１６弄１６號,新北市板橋區中正路1巷16弄16號,25.012148,121.455041,(02)29675261,5682,1260,2020/09/15 21:44:46
5931011474,新欣藥局,新北市板橋區金門街１２８號,新北市板橋區金門街128號,24.9912289,121.4327663,(02)26828061,2916,1127,2020/09/15 21:44:46
5931011545,眾安大藥局,新北市板橋區長安街３３１巷７８號,新北市板橋區長安街331巷78號,25.013016,121.4724152,(02)29550742,4461,1205,2020/09/15 21:44:46
5931011938,正吉藥局,新北市板橋區莊敬路２４１號（１樓）,新北市板橋區莊敬路241號(1樓),25.0215989,121.4729484,(02)22595183,2831,0,2020/09/15 21:44:46
5931011947,長弘藥局,新北市板橋區龍泉街１１０號,新北市板橋區龍泉街110號,25.024593,121.4567825,(02)22558789,2400,0,2020/09/15 21:44:46
5931012042,喬治藥局,新北市板橋區國慶路１５５號１樓,新北市板橋區國慶路155號1樓,24.9961849,121.461588,(02)29630787,4825,190,2020/09/15 21:44:46
5931012060,溪北藥局,新北市板橋區溪北路７８號１樓,新北市板橋區溪北路78號1樓,24.989548,121.4281705,(02)26866528,4002,0,2020/09/15 21:44:46
5931012131,中山大藥局,新北市板橋區中山路１段１０７號,新北市板橋區中山路1段107號,25.0103106,121.4618366,(02)29575029,5803,544,2020/09/15 21:44:46
5931012140,南雅藥局,新北市板橋區南雅南路１段５巷２２號,新北市板橋區南雅南路1段5巷22號,25.0053115,121.456278,(02)22725358,3523,1050,2020/09/15 21:44:46
5931012257,大昌藥局,新北市板橋區北門街２８號,新北市板橋區北門街28號,25.0109014,121.4574009,(02)89682579,1287,969,2020/09/15 21:44:46
5931013343,晉麟藥局,新北市板橋區懷德街７８巷４號,新北市板橋區懷德街78巷4號,25.0316855,121.4780144,(02)22509069,3579,1890,2020/09/15 21:44:46
5931013389,谷全藥局,新北市板橋區裕民街４９號,新北市板橋區裕民街49號,25.0284561,121.4612469,(02)22561856,5259,715,2020/09/15 21:44:46
5931013441,擎天藥局,新北市板橋區重慶路２３５號１樓,新北市板橋區重慶路235號1樓,25.00082,121.463138,(02)89525981,3082,1186,2020/09/15 21:44:46
5931013478,富盛藥局,新北市板橋區四維路２９１巷４弄２４號１樓,新北市板橋區四維路291巷4弄24號1樓,25.0287993,121.4622464,(02)22596016,943,1417,2020/09/15 21:44:46
5931013629,安聯藥局,新北市板橋區宏國路１１３號１樓,新北市板橋區宏國路113號1樓,25.0321635,121.470394,(02)22569079,1040,591,2020/09/15 21:44:46
5931013692,合泰藥局,新北市板橋區忠孝路１９號１樓,新北市板橋區忠孝路19號1樓,25.0020469,121.460332,(02)29572437,1295,237,2020/09/15 21:44:46
5931013736,杏華藥局,新北市板橋區溪北路１７０號１樓,新北市板橋區溪北路170號1樓,24.987815,121.430782,(02)26757024,1355,360,2020/09/15 21:44:46
5931013781,佳和藥局,新北市板橋區文化路１段３８７巷５號１樓,新北市板橋區文化路1段387巷5號1樓,25.0218899,121.466631,(02)22589598,3453,1040,2020/09/15 21:44:46
5931013790,力康藥局,新北市板橋區陽明街１０８號,新北市板橋區陽明街108號,25.0234163,121.4640208,(02)82570065,5057,1282,2020/09/15 21:44:46
5931013825,晨恩藥局,新北市板橋區文化路１段２１６號１樓,新北市板橋區文化路1段216號1樓,25.0202719,121.4665326,(02)22573400,3510,1119,2020/09/15 21:44:46
5931014046,欣安藥局,新北市板橋區懷德街１０９號１樓,新北市板橋區懷德街109號1樓,25.0314694,121.4785714,(02)82570296,2802,2050,2020/09/15 21:44:46
5931014055,重成藥局,新北市板橋區民族路２６７號,新北市板橋區民族路267號,25.0068929,121.4707707,(02)29504057,1362,2200,2020/09/15 21:44:46
5931014199,廷好藥局,新北市板橋區龍興街２５號１樓,新北市板橋區龍興街25號1樓,25.0000479,121.442835,(02)29697168,1997,1505,2020/09/15 21:44:46
5931014206,翰生藥局,新北市板橋區漢生西路７７之１號（１樓）,新北市板橋區漢生西路77之1號(1樓),25.018943,121.462773,(02)82513666,1324,533,2020/09/15 21:44:46
5931014224,大峰藥局,新北市板橋區莒光路１６８號１樓,新北市板橋區莒光路168號1樓,25.0231153,121.4740438,(02)22510338,1765,0,2020/09/15 21:44:46
5931014420,萬泰藥局,新北市板橋區信義路２２１之１號,新北市板橋區信義路221之1號,24.991556,121.459704,(02)89645570,3461,722,2020/09/15 21:44:46
5931014439,旭全藥局,新北市板橋區金門街３３１號,新北市板橋區金門街331號,24.9857733,121.4294743,(02)26860526,4239,1050,2020/09/15 21:44:46
5931014537,友虹藥師藥局,新北市板橋區國光路１６號,新北市板橋區國光路16號,25.0173475,121.4569755,(02)29691181,2751,610,2020/09/15 21:44:46
5931014555,廣益藥局,新北市板橋區自由路２１號,新北市板橋區自由路21號,25.0229199,121.4654954,(02)22545726,2518,722,2020/09/15 21:44:46
5931014635,健全藥局,新北市板橋區實踐路１２５號１樓,新北市板橋區實踐路125號1樓,25.00492,121.464409,(02)89533330,2623,0,2020/09/15 21:44:46
5931014822,常仁藥局,新北市板橋區中正路１巷４號,新北市板橋區中正路1巷4號,25.0119911,121.4556126,(02)29674999,4275,452,2020/09/15 21:44:46
5931014831,詠濟藥局,新北市板橋區幸福路２３號,新北市板橋區幸福路23號,25.020245,121.461837,(02)22536951,3955,1050,2020/09/15 21:44:46
5931014868,安佑藥局,新北市板橋區館前西路１５２－２號,新北市板橋區館前西路152-2號,25.0084912,121.4554021,(02)29670258,1094,580,2020/09/15 21:44:46
5931014993,景好藥師藥局,新北市板橋區國光路１８２號１樓,新北市板橋區國光路182號1樓,25.0183043,121.4608539,(02)22724728,4088,680,2020/09/15 21:44:46
5931015187,皇慶藥局,新北市板橋區南門街８１、８３號１、２樓及館前西路１１２巷７號,新北市板橋區南門街81、83號1、2樓及館前西路112巷7號,25.0078611,121.4569628,(02)29655351,4028,1430,2020/09/15 21:44:46
5931015285,廣安健保藥師藥局,新北市板橋區四維路３５５號１樓,新北市板橋區四維路355號1樓,25.0300858,121.4621471,(02)22580963,0,2010,2020/09/15 21:44:46
5931015301,利安中西藥局,新北市板橋區板新路１４３號,新北市板橋區板新路143號,25.0154323,121.4701764,(02)29644745,4839,650,2020/09/15 21:44:46
5931015329,杏澤藥局,新北市板橋區國光路５５號,新北市板橋區國光路55號,25.0180979,121.4583415,(02)29657959,2343,1227,2020/09/15 21:44:46
5931015454,府中藥局,新北市板橋區府中路１１０號,新北市板橋區府中路110號,25.0096372,121.4557482,(02)29656731,4081,1125,2020/09/15 21:44:46
5931015605,僑中藥師藥局,新北市板橋區僑中１街１０２巷５弄１５號１樓,新北市板橋區僑中1街102巷5弄15號1樓,25.0119862,121.4464235,(02)29692547,3987,1120,2020/09/15 21:44:46
5931015641,廣明藥局,新北市板橋區莒光路９３號１樓,新北市板橋區莒光路93號1樓,25.0240463,121.4722573,(02)22536325,6228,600,2020/09/15 21:44:46
5931015687,正康健保藥局,新北市板橋區大觀路２段６５號１樓,新北市板橋區大觀路2段65號1樓,25.0024599,121.4466455,(02)22756681,1450,1640,2020/09/15 21:44:46
5931015703,信美藥局,新北市板橋區新民街７巷１８號１樓,新北市板橋區新民街7巷18號1樓,25.0104794,121.463845,(02)29526100,3195,1478,2020/09/15 21:44:46
